48.00625,-124.81875
48.0104166667,-124.81875
48.0145833333,-124.81875
48.01875,-124.81875
48.0229166667,-124.81875
48.0270833333,-124.81875
48.03125,-124.81875
48.0354166667,-124.81875
48.0395833333,-124.81875
48.04375,-124.81875
48.0479166667,-124.81875
48.0520833333,-124.81875
48.05625,-124.81875
48.0604166667,-124.81875
48.0645833333,-124.81875
48.06875,-124.81875
48.0729166667,-124.81875
48.0770833333,-124.81875
48.08125,-124.81875
48.0854166667,-124.81875
48.0895833333,-124.81875
48.09375,-124.81875
48.0979166667,-124.81875
48.1020833333,-124.81875
48.10625,-124.81875
48.1104166667,-124.81875
48.1145833333,-124.81875
48.11875,-124.81875
48.1229166667,-124.81875
48.1270833333,-124.81875
48.13125,-124.81875
48.1354166667,-124.81875
48.1395833333,-124.81875
48.14375,-124.81875
48.1479166667,-124.81875
48.1520833333,-124.81875
48.15625,-124.81875
48.1604166667,-124.81875
48.1645833333,-124.81875
48.16875,-124.81875
48.1729166667,-124.81875
48.1770833333,-124.81875
48.18125,-124.81875
48.1854166667,-124.81875
48.1895833333,-124.81875
48.19375,-124.81875
48.1979166667,-124.81875
48.2020833333,-124.81875
48.20625,-124.81875
48.2104166667,-124.81875
48.2145833333,-124.81875
48.21875,-124.81875
48.2229166667,-124.81875
48.2270833333,-124.81875
48.23125,-124.81875
48.2354166667,-124.81875
48.2395833333,-124.81875
48.24375,-124.81875
48.2479166667,-124.81875
48.2520833333,-124.81875
48.25625,-124.81875
48.2604166667,-124.81875
48.2645833333,-124.81875
48.26875,-124.81875
48.2729166667,-124.81875
48.2770833333,-124.81875
48.28125,-124.81875
48.2854166667,-124.81875
48.2895833333,-124.81875
48.29375,-124.81875
48.2979166667,-124.81875
48.3020833333,-124.81875
48.30625,-124.81875
48.3104166667,-124.81875
48.3145833333,-124.81875
48.31875,-124.81875
48.3229166667,-124.81875
48.3270833333,-124.81875
48.33125,-124.81875
48.3354166667,-124.81875
48.3395833333,-124.814583333
48.34375,-124.80625
48.3479166667,-124.802083333
48.3520833333,-124.785416667
48.35625,-124.747916667
48.3604166667,-124.739583333
48.3645833333,-124.735416667
48.36875,-124.739583333
48.3729166667,-124.74375
48.3770833333,-124.74375
48.38125,-124.74375
48.3854166667,-124.74375
48.3895833333,-124.74375
48.39375,-124.739583333
48.3979166667,-124.739583333
48.3979166667,-124.64375
48.39375,-124.60625
48.3895833333,-124.59375
48.3854166667,-124.58125
48.38125,-124.560416667
48.3770833333,-124.547916667
48.3729166667,-124.539583333
48.36875,-124.527083333
48.3645833333,-124.51875
48.3604166667,-124.502083333
48.35625,-124.497916667
48.3520833333,-124.489583333
48.3479166667,-124.485416667
48.34375,-124.48125
48.3395833333,-124.46875
48.3354166667,-124.46875
48.33125,-124.460416667
48.3270833333,-124.44375
48.3229166667,-124.43125
48.31875,-124.43125
48.3145833333,-124.410416667
48.3104166667,-124.402083333
48.30625,-124.397916667
48.3020833333,-124.372916667
48.2979166667,-124.360416667
48.29375,-124.352083333
48.2895833333,-124.34375
48.2854166667,-124.33125
48.28125,-124.322916667
48.2770833333,-124.314583333
48.2729166667,-124.25625
48.26875,-124.239583333
48.2645833333,-124.235416667
48.2604166667,-124.227083333
48.25625,-124.21875
48.2520833333,-124.19375
48.2479166667,-124.189583333
48.24375,-124.177083333
48.2395833333,-124.16875
48.2354166667,-124.15625
48.23125,-124.147916667
48.2270833333,-124.11875
48.2229166667,-124.110416667
48.21875,-124.102083333
48.2145833333,-124.097916667
48.2104166667,-124.085416667
48.20625,-124.06875
48.2020833333,-124.060416667
48.2020833333,-124.05625
48.2020833333,-124.039583333
48.1979166667,-123.922916667
48.19375,-123.910416667
48.1895833333,-123.839583333
48.1854166667,-123.83125
48.18125,-123.83125
48.1770833333,-123.560416667
48.1729166667,-123.560416667
48.16875,-123.560416667
48.1645833333,-123.560416667
48.1604166667,-123.560416667
48.15625,-123.560416667
48.1520833333,-123.560416667
48.1479166667,-123.560416667
48.14375,-123.560416667
48.1395833333,-123.560416667
48.1354166667,-123.560416667
48.13125,-123.560416667
48.1270833333,-123.560416667
48.1229166667,-123.560416667
48.11875,-123.560416667
48.1145833333,-123.560416667
48.1104166667,-123.560416667
48.10625,-123.560416667
48.1020833333,-123.560416667
48.0979166667,-123.560416667
48.09375,-123.560416667
48.0895833333,-123.560416667
48.0854166667,-123.560416667
48.08125,-123.560416667
48.0770833333,-123.560416667
48.0729166667,-123.560416667
48.06875,-123.560416667
48.0645833333,-123.560416667
48.0604166667,-123.560416667
48.05625,-123.560416667
48.0520833333,-123.560416667
48.0479166667,-123.560416667
48.04375,-123.560416667
48.0395833333,-123.560416667
48.0354166667,-123.560416667
48.03125,-123.560416667
48.0270833333,-123.560416667
48.0229166667,-123.560416667
48.01875,-123.560416667
48.0145833333,-123.560416667
48.0104166667,-123.560416667
48.00625,-123.560416667
